Ticker,Date,Open,High,Low,Close,Volume
VPB,28-02-2025,19100.0,19400.0,19100.0,19300.0,9236600
VPB,27-02-2025,19250.0,19350.0,19050.0,19300.0,9546600
VPB,26-02-2025,19350.0,19400.0,19250.0,19250.0,11212100
VPB,25-02-2025,19550.0,19600.0,19250.0,19350.0,14015500
VPB,24-02-2025,19400.0,19550.0,19200.0,19550.0,22721400
VPB,21-02-2025,19150.0,19600.0,19050.0,19450.0,42288600
VPB,20-02-2025,19100.0,19300.0,19000.0,19200.0,18762900
VPB,19-02-2025,19000.0,19100.0,18950.0,19050.0,9257700
VPB,18-02-2025,18850.0,19200.0,18750.0,18950.0,18113100
VPB,17-02-2025,19000.0,19100.0,18850.0,18850.0,11944500
VPB,14-02-2025,19100.0,19150.0,19000.0,19000.0,11535000
VPB,13-02-2025,18900.0,19000.0,18800.0,18900.0,8322600
VPB,12-02-2025,19000.0,19100.0,18800.0,18900.0,7800900
VPB,11-02-2025,18850.0,19150.0,18800.0,18900.0,20352000
VPB,10-02-2025,18900.0,19100.0,18750.0,18850.0,13500000
VPB,07-02-2025,18950.0,19200.0,18900.0,18950.0,8925500
VPB,06-02-2025,19100.0,19200.0,18950.0,19050.0,9985800
VPB,05-02-2025,18750.0,19100.0,18750.0,19050.0,12836500
VPB,04-02-2025,18750.0,18800.0,18550.0,18750.0,11820000
VPB,03-02-2025,18800.0,18800.0,18500.0,18500.0,9498400
VPB,24-01-2025,18900.0,19000.0,18800.0,18900.0,11206200
VPB,23-01-2025,18500.0,18900.0,18400.0,18900.0,26477400
VPB,22-01-2025,18400.0,18500.0,18250.0,18350.0,10799900
VPB,21-01-2025,18500.0,18500.0,18250.0,18400.0,11084100
VPB,20-01-2025,18400.0,18550.0,18350.0,18400.0,6430800
VPB,17-01-2025,18400.0,18450.0,18300.0,18450.0,4423700
VPB,16-01-2025,18500.0,18500.0,18200.0,18400.0,9492000
VPB,15-01-2025,18300.0,18500.0,18200.0,18400.0,5618700
VPB,14-01-2025,18250.0,18350.0,18050.0,18150.0,11010000
VPB,13-01-2025,18450.0,18500.0,18250.0,18300.0,8588900
VPB,10-01-2025,18700.0,18750.0,18450.0,18500.0,6522500
VPB,09-01-2025,18900.0,18900.0,18650.0,18700.0,3978900
VPB,08-01-2025,18700.0,18900.0,18650.0,18850.0,4829800
VPB,07-01-2025,18850.0,18900.0,18700.0,18700.0,6745900
VPB,06-01-2025,18750.0,18900.0,18700.0,18800.0,6917300
VPB,03-01-2025,19100.0,19100.0,18750.0,18750.0,10601500
VPB,02-01-2025,19100.0,19200.0,18950.0,19150.0,8363400
VPB,31-12-2024,19250.0,19250.0,19050.0,19200.0,8163800
VPB,30-12-2024,19200.0,19250.0,19100.0,19250.0,6678700
VPB,27-12-2024,19200.0,19350.0,19100.0,19250.0,16560300
VPB,26-12-2024,19250.0,19300.0,19050.0,19250.0,8211900
VPB,25-12-2024,18950.0,19300.0,18800.0,19200.0,14786600
VPB,24-12-2024,18950.0,19000.0,18750.0,18950.0,5918600
VPB,23-12-2024,18950.0,19150.0,18900.0,18950.0,7737800
VPB,20-12-2024,18800.0,18900.0,18650.0,18900.0,6638600
VPB,19-12-2024,18950.0,18950.0,18600.0,18800.0,21112100
VPB,18-12-2024,19000.0,19100.0,18950.0,19000.0,4843000
VPB,17-12-2024,19100.0,19150.0,18950.0,18950.0,8186500
VPB,16-12-2024,19150.0,19200.0,19000.0,19100.0,6791900
VPB,13-12-2024,19200.0,19300.0,19100.0,19150.0,7750600
VPB,12-12-2024,19250.0,19550.0,19150.0,19300.0,23034300
VPB,11-12-2024,19250.0,19300.0,19050.0,19250.0,13262400
VPB,10-12-2024,19400.0,19450.0,19200.0,19250.0,7241900
VPB,09-12-2024,19250.0,19550.0,19200.0,19400.0,19955200
VPB,06-12-2024,19500.0,19500.0,19300.0,19350.0,11632800
VPB,05-12-2024,19000.0,19500.0,18800.0,19500.0,31488800
VPB,04-12-2024,19050.0,19150.0,18950.0,19000.0,8458600
VPB,03-12-2024,19150.0,19200.0,19000.0,19200.0,10874600
VPB,02-12-2024,19300.0,19300.0,19100.0,19200.0,6324600
VPB,29-11-2024,19150.0,19200.0,19000.0,19150.0,6008400
VPB,28-11-2024,19200.0,19350.0,19050.0,19050.0,11978600
VPB,27-11-2024,19050.0,19200.0,19000.0,19050.0,6902700
VPB,26-11-2024,19050.0,19400.0,19050.0,19050.0,18360500
VPB,25-11-2024,19050.0,19200.0,19050.0,19050.0,7649800
VPB,22-11-2024,19200.0,19300.0,19050.0,19050.0,18059300
VPB,21-11-2024,18700.0,19200.0,18600.0,19200.0,27855200
VPB,20-11-2024,18400.0,18900.0,18400.0,18700.0,17682700
VPB,19-11-2024,18750.0,18800.0,18500.0,18500.0,11166800
VPB,18-11-2024,18600.0,18900.0,18450.0,18700.0,19557500
VPB,15-11-2024,18850.0,18950.0,18700.0,18700.0,16699300
VPB,14-11-2024,19100.0,19200.0,18800.0,19000.0,12405400
VPB,13-11-2024,18950.0,19350.0,18750.0,19350.0,20297800
VPB,12-11-2024,19250.0,19250.0,18900.0,19100.0,15114900
VPB,11-11-2024,19450.0,19450.0,18950.0,19200.0,28129900
VPB,08-11-2024,19800.0,19800.0,19300.0,19500.0,24424300
VPB,07-11-2024,19900.0,19950.0,19600.0,19700.0,13396000
VPB,06-11-2024,19750.0,19950.0,19700.0,19850.0,16235900
VPB,05-11-2024,19550.0,19800.0,19550.0,19700.0,9956500
VPB,04-11-2024,20150.0,20200.0,19600.0,19700.0,30569300
VPB,01-11-2024,20400.0,20400.0,20050.0,20150.0,16603900
VPB,31-10-2024,20250.0,20450.0,20150.0,20450.0,13914600
VPB,30-10-2024,20250.0,20350.0,20150.0,20250.0,9997900
VPB,29-10-2024,20200.0,20300.0,20150.0,20250.0,14155600
VPB,28-10-2024,20000.0,20100.0,19900.0,20100.0,11242600
VPB,25-10-2024,20100.0,20200.0,20000.0,20100.0,16940400
VPB,24-10-2024,20400.0,20450.0,20000.0,20000.0,26049600
VPB,23-10-2024,20500.0,20550.0,20300.0,20450.0,15969500
VPB,22-10-2024,20600.0,20650.0,20300.0,20600.0,22323400
VPB,21-10-2024,20550.0,20750.0,20400.0,20650.0,18193500
VPB,18-10-2024,20850.0,20950.0,20550.0,20550.0,24407500
VPB,17-10-2024,20850.0,20950.0,20700.0,20900.0,22772200
VPB,16-10-2024,20800.0,20900.0,20650.0,20850.0,17841900
VPB,15-10-2024,20500.0,21050.0,20500.0,20850.0,44778300
VPB,14-10-2024,20800.0,20800.0,20400.0,20650.0,22645500
VPB,11-10-2024,20500.0,20700.0,20350.0,20700.0,22150500
VPB,10-10-2024,20350.0,20700.0,20300.0,20550.0,45236500
VPB,09-10-2024,20000.0,20300.0,20000.0,20250.0,49592300
VPB,08-10-2024,20000.0,20150.0,19850.0,20100.0,27923200
VPB,07-10-2024,20100.0,20150.0,19700.0,20000.0,25931500
VPB,04-10-2024,20000.0,20450.0,19950.0,20000.0,34247700
VPB,03-10-2024,19800.0,20450.0,19800.0,20000.0,49868500
VPB,02-10-2024,19800.0,19900.0,19600.0,19700.0,37579900
