Ticker,Date,Open,High,Low,Close,Volume
TCB,28-02-2025,26250.0,26300.0,26050.0,26100.0,12220900
TCB,27-02-2025,26400.0,26400.0,26000.0,26250.0,12505900
TCB,26-02-2025,26400.0,26550.0,26300.0,26300.0,9946900
TCB,25-02-2025,26600.0,26800.0,26350.0,26400.0,14496400
TCB,24-02-2025,26400.0,26650.0,26300.0,26500.0,11762200
TCB,21-02-2025,26600.0,26600.0,26400.0,26500.0,8800600
TCB,20-02-2025,26200.0,26600.0,26050.0,26550.0,21179500
TCB,19-02-2025,25950.0,26150.0,25800.0,26100.0,12938100
TCB,18-02-2025,25700.0,26100.0,25650.0,25850.0,10757000
TCB,17-02-2025,26000.0,26100.0,25700.0,25700.0,10972700
TCB,14-02-2025,26100.0,26200.0,25900.0,26000.0,10239600
TCB,13-02-2025,25600.0,26000.0,25550.0,25950.0,11953600
TCB,12-02-2025,26000.0,26000.0,25700.0,25700.0,11524500
TCB,11-02-2025,26100.0,26150.0,25750.0,25900.0,15667000
TCB,10-02-2025,25750.0,26250.0,25450.0,25750.0,22152900
TCB,07-02-2025,25450.0,25800.0,25200.0,25750.0,26585000
TCB,06-02-2025,24900.0,25500.0,24800.0,25200.0,37579600
TCB,05-02-2025,24850.0,24900.0,24550.0,24700.0,9430900
TCB,04-02-2025,24350.0,24700.0,24300.0,24650.0,12471500
TCB,03-02-2025,24500.0,24700.0,24250.0,24250.0,10885100
TCB,24-01-2025,24800.0,24850.0,24650.0,24750.0,10331500
TCB,23-01-2025,24350.0,24850.0,24250.0,24600.0,21069200
TCB,22-01-2025,24450.0,24450.0,24150.0,24200.0,7455200
TCB,21-01-2025,24400.0,24500.0,24150.0,24200.0,8127000
TCB,20-01-2025,24400.0,24500.0,24250.0,24400.0,5183100
TCB,17-01-2025,23850.0,24400.0,23750.0,24400.0,10016400
TCB,16-01-2025,23850.0,23950.0,23600.0,23850.0,8074100
TCB,15-01-2025,23800.0,23900.0,23650.0,23700.0,6720200
TCB,14-01-2025,23550.0,23750.0,23500.0,23600.0,4180100
TCB,13-01-2025,23200.0,23800.0,23150.0,23800.0,7939900
TCB,10-01-2025,24000.0,24000.0,23400.0,23400.0,6232100
TCB,09-01-2025,24050.0,24050.0,23750.0,23950.0,4709000
TCB,08-01-2025,23800.0,24300.0,23650.0,23950.0,11947100
TCB,07-01-2025,23900.0,23900.0,23550.0,23650.0,7615500
TCB,06-01-2025,23600.0,23850.0,23500.0,23600.0,8132700
TCB,03-01-2025,24350.0,24350.0,23600.0,23600.0,17426900
TCB,02-01-2025,24650.0,24700.0,24300.0,24350.0,7834500
TCB,31-12-2024,24350.0,24650.0,24350.0,24650.0,9403700
TCB,30-12-2024,24750.0,24750.0,24350.0,24400.0,10145800
TCB,27-12-2024,24500.0,24900.0,24450.0,24600.0,15395600
TCB,26-12-2024,24500.0,24550.0,24300.0,24350.0,5475600
TCB,25-12-2024,24000.0,24900.0,23950.0,24450.0,18370600
TCB,24-12-2024,24050.0,24050.0,23800.0,24000.0,5175500
TCB,23-12-2024,24000.0,24050.0,23800.0,23900.0,3208600
TCB,20-12-2024,23850.0,23950.0,23800.0,23800.0,4594100
TCB,19-12-2024,24000.0,24050.0,23750.0,23750.0,15028500
TCB,18-12-2024,24250.0,24300.0,24100.0,24200.0,5786300
TCB,17-12-2024,24400.0,24400.0,24150.0,24200.0,5387400
TCB,16-12-2024,24300.0,24400.0,24100.0,24300.0,6356400
TCB,13-12-2024,24300.0,24550.0,24100.0,24350.0,11020400
TCB,12-12-2024,24200.0,24500.0,24150.0,24250.0,18543300
TCB,11-12-2024,24050.0,24300.0,24000.0,24150.0,10341200
TCB,10-12-2024,24050.0,24200.0,24000.0,24050.0,7039400
TCB,09-12-2024,24100.0,24300.0,23950.0,24150.0,7597400
TCB,06-12-2024,24200.0,24250.0,23950.0,24150.0,10921300
TCB,05-12-2024,23450.0,24200.0,23350.0,24200.0,14188900
TCB,04-12-2024,23450.0,23600.0,23400.0,23450.0,8179300
TCB,03-12-2024,23650.0,23750.0,23450.0,23650.0,8333300
TCB,02-12-2024,23700.0,23700.0,23400.0,23650.0,6569300
TCB,29-11-2024,23500.0,23600.0,23350.0,23600.0,8447400
TCB,28-11-2024,23650.0,23700.0,23400.0,23600.0,8136900
TCB,27-11-2024,23500.0,23600.0,23350.0,23500.0,6388200
TCB,26-11-2024,23500.0,23700.0,23450.0,23550.0,6757500
TCB,25-11-2024,23500.0,23600.0,23400.0,23500.0,7187600
TCB,22-11-2024,23200.0,23550.0,23150.0,23500.0,14405800
TCB,21-11-2024,22800.0,23200.0,22600.0,23200.0,11213000
TCB,20-11-2024,22300.0,22850.0,22250.0,22850.0,10247500
TCB,19-11-2024,22550.0,22550.0,22200.0,22400.0,6936100
TCB,18-11-2024,22400.0,22700.0,22200.0,22450.0,12110400
TCB,15-11-2024,22800.0,22800.0,22400.0,22450.0,14453100
TCB,14-11-2024,23000.0,23050.0,22750.0,22800.0,7429400
TCB,13-11-2024,23000.0,23150.0,22700.0,23150.0,13323900
TCB,12-11-2024,23400.0,23400.0,22900.0,23050.0,12489700
TCB,11-11-2024,23700.0,23700.0,23050.0,23200.0,15357300
TCB,08-11-2024,24000.0,24000.0,23450.0,23600.0,13097100
TCB,07-11-2024,24150.0,24150.0,23850.0,23850.0,8601500
TCB,06-11-2024,23600.0,24050.0,23600.0,23900.0,15680200
TCB,05-11-2024,23500.0,23650.0,23450.0,23450.0,9921800
