Ticker,Date,Open,High,Low,Close,Volume
VCB,28-02-2025,94200.0,94200.0,93300.0,93300.0,2070800
VCB,27-02-2025,94900.0,95400.0,94000.0,94000.0,5028800
VCB,26-02-2025,92600.0,92900.0,92200.0,92300.0,769200
VCB,25-02-2025,93500.0,93600.0,92500.0,92600.0,1926600
VCB,24-02-2025,93300.0,93500.0,92700.0,93500.0,1956000
VCB,21-02-2025,92100.0,93100.0,92100.0,93100.0,2513400
VCB,20-02-2025,92200.0,92300.0,91700.0,91700.0,1636600
VCB,19-02-2025,91600.0,91700.0,91300.0,91700.0,1509500
VCB,18-02-2025,91600.0,92000.0,91400.0,91600.0,1065500
VCB,17-02-2025,91500.0,92000.0,91500.0,91600.0,787100
VCB,14-02-2025,92200.0,92200.0,91500.0,91600.0,947800
VCB,13-02-2025,91900.0,91900.0,91400.0,91600.0,862300
VCB,12-02-2025,91900.0,92500.0,91500.0,91500.0,1054100
VCB,11-02-2025,92200.0,92300.0,91700.0,91900.0,1039400
VCB,10-02-2025,92900.0,92900.0,91900.0,92200.0,2298100
VCB,07-02-2025,92900.0,93200.0,92500.0,93000.0,2260900
VCB,06-02-2025,92800.0,93400.0,92700.0,92900.0,1351600
VCB,05-02-2025,92000.0,92800.0,92000.0,92600.0,1345800
VCB,04-02-2025,92100.0,92200.0,91700.0,92000.0,855200
VCB,03-02-2025,92300.0,92400.0,91600.0,91600.0,1435800
VCB,24-01-2025,92100.0,93000.0,92100.0,92600.0,944000
VCB,23-01-2025,91300.0,92900.0,91300.0,92500.0,1685100
VCB,22-01-2025,92000.0,92000.0,91200.0,91200.0,979100
VCB,21-01-2025,92100.0,92100.0,91300.0,91400.0,1264900
VCB,20-01-2025,92300.0,92500.0,91600.0,91700.0,1761500
VCB,17-01-2025,92700.0,93000.0,92200.0,92500.0,1122600
VCB,16-01-2025,91900.0,93200.0,91800.0,92700.0,2460200
VCB,15-01-2025,91900.0,91900.0,91400.0,91400.0,445300
VCB,14-01-2025,91900.0,91900.0,91200.0,91700.0,677300
VCB,13-01-2025,91300.0,91900.0,91100.0,91900.0,937600
VCB,10-01-2025,91900.0,92400.0,91400.0,91400.0,1112500
VCB,09-01-2025,92000.0,92200.0,91700.0,91900.0,738300
VCB,08-01-2025,92300.0,92400.0,91500.0,92400.0,1052000
VCB,07-01-2025,93200.0,93200.0,92300.0,92300.0,1252400
VCB,06-01-2025,92000.0,93400.0,91900.0,92900.0,1936800
VCB,03-01-2025,91900.0,92400.0,91900.0,92000.0,1402200
VCB,02-01-2025,91600.0,92500.0,91500.0,91900.0,1630500
VCB,31-12-2024,92200.0,92400.0,91200.0,91200.0,2374000
VCB,30-12-2024,92200.0,92500.0,92000.0,92000.0,1706700
VCB,27-12-2024,92500.0,93000.0,92200.0,92200.0,1639900
VCB,26-12-2024,92500.0,92800.0,92000.0,92100.0,2202900
VCB,25-12-2024,92200.0,93800.0,92200.0,92400.0,1827700
VCB,24-12-2024,92700.0,92800.0,92000.0,92100.0,1024300
VCB,23-12-2024,92600.0,92800.0,92400.0,92400.0,707200
VCB,20-12-2024,92400.0,92900.0,92300.0,92500.0,1245900
VCB,19-12-2024,92800.0,92800.0,92200.0,92400.0,1869700
VCB,18-12-2024,93000.0,93300.0,93000.0,93100.0,530300
VCB,17-12-2024,93000.0,93100.0,92800.0,93000.0,1048100
VCB,16-12-2024,93000.0,93200.0,92900.0,93100.0,1121800
VCB,13-12-2024,93200.0,93600.0,92900.0,93100.0,1227700
VCB,12-12-2024,93500.0,94400.0,93500.0,93500.0,671500
VCB,11-12-2024,94500.0,94800.0,93200.0,93300.0,1609700
VCB,10-12-2024,95300.0,95300.0,94500.0,94500.0,912700
VCB,09-12-2024,94200.0,95300.0,93900.0,95300.0,1957500
VCB,06-12-2024,94000.0,95300.0,93900.0,94200.0,1700100
VCB,05-12-2024,93000.0,94600.0,93000.0,94000.0,2333000
VCB,04-12-2024,92800.0,93900.0,92500.0,93500.0,1204400
VCB,03-12-2024,94400.0,94400.0,92600.0,93000.0,2445800
VCB,02-12-2024,94900.0,95100.0,93900.0,94200.0,1573100
VCB,29-11-2024,92600.0,93300.0,92500.0,93300.0,1010500
VCB,28-11-2024,93100.0,93500.0,92500.0,92600.0,1289900
VCB,27-11-2024,92300.0,93200.0,92300.0,92700.0,1047200
VCB,26-11-2024,91400.0,92900.0,91400.0,92400.0,1759900
VCB,25-11-2024,90900.0,92200.0,90900.0,91300.0,1814000
VCB,22-11-2024,91000.0,91300.0,90600.0,90600.0,1729700
